Time,P_charge_total,P_discharge,Battery_SoC,P_grid,P_waste,Cost_grid,Energy_waste
0,13.189109624678935,1580.396329083217,12.529654143444986,504.11395389652944,19.57968860251314,50.411395389652945,19.57968860251314
1,757.6213094464188,2041.706495416698,719.7402439740978,1792.103909884992,813.0167236928874,179.2103909884992,813.0167236928874
2,120.58131700551327,2289.300747681447,114.55225115523763,719.963416367759,93.99102400404436,71.99634163677591,93.99102400404436
3,17.302942490659845,2073.957005567293,16.437795366126863,703.4230679676753,15.325217117531396,70.34230679676753,15.325217117531396
4,865.5522260288831,1345.5705203068308,822.2746147274388,1280.8491569522496,696.2677656990712,128.08491569522496,696.2677656990712
5,109.41064101601201,1305.9108822162,103.94010896521138,855.8664241410447,125.80744926286668,85.58664241410447,125.80744926286668
6,17.083831148017566,1296.096644197464,16.229639590616685,767.9694894584652,16.303777002778123,76.79694894584652,16.303777002778123
7,634.6563250857807,494.4018795960517,602.9235088314916,1481.7962746368858,928.2184562846797,148.17962746368858,928.2184562846797
8,93.08206568188865,304.317832198415,387.03363903087086,1171.233543286404,137.55120561756317,117.1233543286404,137.55120561756317
9,14.177598936561237,81.12722997061478,319.37512804998926,1615.609921139502,19.617861209336844,161.5609921139502,19.617861209336844
10,988.0593455084319,1316.369911647025,938.6563782330103,1628.6320298680243,548.4175670755737,162.86320298680243,548.4175670755737
11,96.42581917871249,609.8162366060164,420.4446698467707,1536.3140012341307,147.39935458301662,153.63140012341307,147.39935458301662
12,9.438901430350404,1460.0630620036418,8.966956358832874,1225.6626973925015,8.112798220952472,122.56626973925016,8.112798220952472
13,592.8918182804813,1629.8009663644775,563.2472273664571,1428.5842499323287,563.5092264537967,142.8584249932329,563.5092264537967
14,116.82961036248085,1827.8591270916788,110.98812984435676,1733.9621895742685,111.94723116616008,173.39621895742687,111.94723116616008
15,12.466494405629913,1515.3292957425426,11.843169685348414,742.5489154021074,15.11273878043174,74.25489154021074,15.11273878043174
16,296.58521430938725,1451.2189912383901,281.75595359391787,1580.7790099748738,198.13925574981243,158.0779009974874,198.13925574981243
17,43.034596251002704,1723.4314161578848,40.88286643845254,1512.5862955626262,61.9943244188129,151.25862955626263,61.9943244188129
18,6.292698914607589,226.27316466632436,5.978063968877208,774.4795222329549,8.586866975679623,77.44795222329549,8.586866975679623
19,372.16905428211084,2057.8800543057278,353.56060156800527,1558.406940821275,420.77960736833694,155.8406940821275,420.77960736833694
20,105.33281014460155,1544.2898364034318,100.06616963737144,1816.1257255716475,78.59437578467649,181.61257255716475,78.59437578467649
21,8.484692275576203,1241.539843311886,8.060457661797386,942.3086805860192,13.961231316955358,94.23086805860193,13.961231316955358
22,108.85487529650156,917.4344076441344,103.41213153167648,1259.3134000618254,158.99137459056837,125.93134000618255,158.99137459056837
23,19.013179320816345,546.740830130113,18.06252035477553,1850.9020902214427,10.39435591225602,185.09020902214428,10.39435591225602
24,8.052310022522146,1320.1514906777418,7.6496945213960394,961.6425812230003,11.229244642490867,96.16425812230004,11.229244642490867
25,647.6064553396035,2222.7651724376,615.2261325726233,1294.7478760884371,422.5268604995689,129.4747876088437,422.5268604995689
26,125.64530403217631,1269.3743613797058,119.36303883056746,1382.092605054298,65.32787670904301,138.2092605054298,65.32787670904301
27,19.282402677970328,1288.8527030722848,18.31828254407182,820.8513793023446,22.416947855774083,82.08513793023447,22.416947855774083
28,933.8380043473633,1852.4122164741104,887.146104129995,1578.7031958139926,677.880569402083,157.87031958139926,677.880569402083
29,92.5206399953518,130.97650539478394,844.0642067307954,1575.5336844353,160.23508607292962,157.55336844353002,160.23508607292962
30,26.988128502756716,1373.8447972779823,25.638722077618922,269.38158044631336,13.712687836081843,26.938158044631336,13.712687836081843
31,867.7110523001336,1458.2213273501818,824.3254996851268,1147.95411857275,783.3019515981431,114.79541185727501,783.3019515981431
32,95.79535253410101,1134.1196163753805,91.00558490739593,1525.3108691314005,164.3017094460235,152.53108691314006,164.3017094460235
33,23.078192457895703,2057.250505568253,21.924282835000923,870.5537882663965,22.980955264874257,87.05537882663965,22.980955264874257
34,1056.810170515072,244.82837422390574,1003.9696619893184,1287.1451767741873,611.7264053107074,128.71451767741874,611.7264053107074
35,121.11497470621002,2130.9028022490575,115.05922597089943,664.7437744292951,136.16931489389802,66.47437744292951,136.16931489389802
36,21.61369542563968,937.4927717696585,20.533010654357696,1037.3992233098982,23.686003754525828,103.73992233098983,23.686003754525828
37,880.684292590206,1854.3624292506645,836.6500779606957,1855.8762004506425,737.7146155617797,185.58762004506426,737.7146155617797
38,146.33681738877343,857.8001303368065,139.01997651933482,1859.441877473468,115.799504566863,185.9441877473468,115.799504566863
39,22.356162348474037,733.5130068949125,21.238354231050323,1176.8111721811042,25.601606730807053,117.68111721811043,25.601606730807053
40,700.9239485447843,1347.408064970079,665.8777511175449,1550.2832150885715,861.7539387590749,155.02832150885718,861.7539387590749
41,165.8801261263263,333.4941467096697,489.96972422788525,1857.912488501686,104.1038307695562,185.7912488501686,104.1038307695562
42,10.848273436355854,1074.4947593058712,10.30585976453807,434.4220964610476,22.904995123841985,43.442209646104764,22.904995123841985
43,373.62271226828125,1168.0779074902262,354.94157665486716,2174.239073977629,675.8789181634701,217.4239073977629,675.8789181634701
44,134.1711876453952,1853.0187491191919,127.46262826312545,1980.4209635578875,115.16701998116622,198.04209635578877,115.16701998116622
45,27.656963351188168,1231.3126702845657,26.274115183628766,734.3769930046533,29.315741206045764,73.43769930046533,29.315741206045764
46,895.0609867529269,1109.8947520758422,850.3079374152804,1658.354864342149,610.4894935127975,165.8354864342149,610.4894935127975
47,136.87234399126913,342.05703808937227,638.2796261176138,1526.352273519451,141.26865280666115,152.6352273519451,141.26865280666115
48,24.109921055743136,1803.198506629227,22.90442500295603,296.4205577609389,26.84345060825552,29.64205577609389,26.84345060825552
49,764.757853165791,2204.502490126139,726.5199605075014,1996.648306410342,689.9236386073352,199.6648306410342,689.9236386073352
50,128.89285382305985,1726.56733917186,122.44821113190687,1508.7817708483876,141.06297534902245,150.87817708483877,141.06297534902245
51,30.107477834209366,2279.5036373650873,28.6021039424989,893.6669123724116,21.12717106779093,89.36669123724117,21.12717106779093
52,1076.8795410996356,190.7251734125262,1023.0355640446539,1667.4967078081388,638.6022057486193,166.7496707808139,638.6022057486193
53,158.24813181001525,1092.3677892726755,150.33572521951442,1094.500886990012,137.00858492031531,109.45008869900121,137.00858492031531
54,28.40047171159251,965.2682491949624,26.980448126012874,717.1163392043543,23.537370285411914,71.71163392043543,23.537370285411914
55,964.5109411942092,1076.626091395112,916.2853941344987,1374.3054748768275,538.789321167502,137.43054748768276,538.789321167502
56,136.517903102367,2453.0063291675624,129.69200794724873,1118.0960593292314,174.61691371315663,111.80960593292315,174.61691371315663
57,18.159481657497412,2175.495125721057,17.251507574622536,916.1996927153778,39.54454371854081,91.61996927153778,39.54454371854081
58,689.2298507891204,308.4312842522993,654.7683582496644,2227.5936614015063,988.0403832766104,222.75936614015063,988.0403832766104
59,102.44005270698193,1384.5647728714966,97.3180500716328,1683.6718399176518,181.95936263648503,168.3671839917652,181.95936263648503
60,23.131705445233678,1043.8377800585763,21.975120172971998,826.6861548130058,25.05108542444873,82.66861548130059,25.05108542444873
61,883.4618983799608,1626.29692511731,839.2888034609626,1823.946576312746,768.0433406848192,182.3946576312746,768.0433406848192
62,174.41807911758178,1414.4756826251648,165.69717516170272,1670.6375120576658,111.10644517789177,167.0637512057666,111.10644517789177
63,20.16642189263319,44.66476524959795,140.1905107101063,869.2010389271877,26.384960996639666,86.92010389271877,26.384960996639666
64,701.0193915146939,25.18743823573255,780.971494413333,1685.7932289408432,506.1521946788817,168.57932289408433,506.1521946788817
65,177.59214573062107,1089.5518775022842,168.71253844409,1450.7805062958164,117.28484672840726,145.07805062958164,117.28484672840726
66,28.209657508146474,567.9824876475207,26.799174632739152,766.6443265275631,23.348460217555726,76.6644326527563,23.348460217555726
67,1214.2381495709494,1161.728902852155,1153.5262420924018,1280.834586918413,496.3071817503766,128.0834586918413,496.3071817503766
68,153.88313476201986,287.280116209255,1012.4351039070657,1761.6794608315477,143.989460281726,176.1679460831548,143.989460281726
69,18.285143183787238,787.9500309804602,241.85595895120343,509.0774058240223,26.733278758376628,50.90774058240223,26.733278758376628
70,786.170619144598,445.24343644995747,746.8620881873682,1718.2355078754024,879.6656951963658,171.82355078754026,879.6656951963658
71,119.92449916690244,916.6270476064064,113.92827420855735,885.4534178205374,168.07526482298562,88.54534178205375,168.07526482298562
72,25.570358542929778,1810.316993025525,24.291840615783286,919.0922497989952,23.231242250356264,91.90922497989953,23.231242250356264
73,802.3012181110365,557.2023323935166,762.1861572054846,1423.9313430502855,861.0739203974131,142.39313430502855,861.0739203974131
74,147.32196469343654,676.5737154147436,225.56830824950578,1167.0841168861987,142.36546272446142,116.70841168861988,142.36546272446142
75,27.363348863482557,1080.0452025304958,25.995181420308427,641.8149531987858,21.874231648706047,64.18149531987858,21.874231648706047
76,686.9730941375344,28.029186035163633,652.6244394306576,1442.6520446605168,963.7023770751409,144.2652044660517,963.7023770751409
77,133.58117655040658,169.74101481424975,609.7855423392941,1327.7291061793173,157.59702022890008,132.77291061793173,157.59702022890008
78,22.226249215185387,2431.1936666787055,21.11493675442614,166.63514534862304,28.417717487011444,16.663514534862305,28.417717487011444
79,896.684400930452,8.637587443546813,864.3275301948086,1756.6130047283154,779.4044687356723,175.66130047283156,779.4044687356723
80,163.70105225790985,1805.7429309498589,155.5159996450143,1237.0885756938383,123.13141119427137,123.70885756938384,123.13141119427137
81,23.438123992104728,230.23488232322032,22.266217792499504,974.8475623006992,27.71214173849508,97.48475623006993,27.71214173849508
82,1019.3829118235371,2236.4792858370465,968.4137662323603,2124.280886591675,644.4563341276152,212.4280886591675,644.4563341276152
83,174.21181193497657,692.6375808792776,441.2774066913104,1457.7018914520959,107.64204440457544,145.7701891452096,107.64204440457544
84,29.18901236975354,1200.4257087521792,27.729561751265862,311.31583873515797,21.398698884842965,31.131583873515797,21.398698884842965
85,1024.598223539691,385.7001913338068,973.3683123627063,1429.202375548577,615.9372032430243,142.92023755485772,615.9372032430243
86,130.1303080382833,1969.2224134463531,123.62379263636922,915.7083973633534,151.85012305836943,91.57083973633534,151.85012305836943
87,31.711936870304122,1843.490155189794,30.12634002678891,794.2704934603064,22.194845792711835,79.42704934603064,22.194845792711835
88,961.8530566427571,400.1676969471388,913.7604038106192,1350.9984661031642,674.8569997031362,135.09984661031643,674.8569997031362
89,85.06586634795016,2145.2190792648817,80.8125730305527,964.6857070221797,199.9101673334201,96.46857070221797,199.9101673334201
90,20.502915005911373,786.6896843382586,19.47776925561581,754.1860328748709,31.800587400495186,75.41860328748709,31.800587400495186
91,835.2641239437426,2388.3740107264225,793.5009177465554,2070.8493471517886,766.4691078566453,207.08493471517886,766.4691078566453
92,172.76872364270906,521.142838500277,436.48836670685205,1548.6913979922292,119.68928456950509,154.86913979922292,119.68928456950509
93,25.90637693156395,761.658269224178,24.611058084985757,596.1017478926922,26.045528927340545,59.61017478926922,26.045528927340545
94,912.3054867621684,1802.6654327561346,866.69021242406,1689.0575629705938,537.7349305839307,168.90575629705938,537.7349305839307
95,148.71348546846966,84.68886291582933,923.2791607032768,1762.0607798673543,116.05277866248221,176.20607798673544,116.05277866248221
96,12.306921448628838,942.8087584360944,11.69157537619742,0.0,8.78887140149481,0.0,8.78887140149481
97,558.6434695027559,288.0250204453161,530.7112960276181,1397.8777932534658,504.3032129054743,139.78777932534658,504.3032129054743
98,134.54829923503323,437.85859764059296,220.6735826603067,1402.5326558046952,153.4655286167549,140.25326558046953,153.4655286167549
99,11.316573455070262,1698.8592108700839,10.750744782316758,1435.5110056697642,10.088624356855199,143.55110056697643,10.088624356855199
100,438.3441088482493,2312.823196576278,416.4269034058368,1887.8955297034413,743.9203779202804,188.78955297034415,743.9203779202804
101,180.1775882927464,254.07882678955772,333.51678549438816,2347.6221050540544,110.36773470105656,234.76221050540545,110.36773470105656
102,32.92120060780751,1383.5874869808822,31.27514057741712,1217.5567840350195,18.21500126089221,121.75567840350196,18.21500126089221
103,631.8037878689647,185.32956458877396,600.2135984755165,1556.5678630081015,709.1291888562947,155.65678630081015,709.1291888562947
104,123.92590221468964,1857.8894570309849,117.72960710395512,1640.7242914860435,145.9736715097923,164.07242914860436,145.9736715097923
105,17.550227744562157,2111.307251424772,16.672716357334053,642.3100010721967,20.928498414063373,64.23100010721967,20.928498414063373
106,141.38092059801033,1155.626982965156,134.3118745681098,1413.6916966309595,158.61531759264804,141.36916966309596,158.61531759264804
107,91.45626179205097,1104.3950548070263,86.88344870244842,1793.9560976663106,102.59690470528642,179.39560976663108,102.59690470528642
108,25.113288662292714,1389.8110862101921,23.85762422917807,715.8693864926493,21.494349674580462,71.58693864926492,21.494349674580462
109,740.4948696078261,1904.4262392700573,703.4701261274348,1366.6358425137537,823.6878509193419,136.66358425137537,823.6878509193419
110,197.30126278998387,138.18334099311187,752.7229847848076,1419.8373926438203,109.4175013889139,141.98373926438202,109.4175013889139
111,33.39123226360481,1767.811661934711,31.721670650424585,198.72412983493666,20.67025288031206,19.872412983493668,20.67025288031206
112,741.4888441904131,533.4575592283338,704.4144019808924,1477.25238021516,828.867911710891,147.725238021516,828.867911710891
113,153.6520746364122,1198.1386550793222,145.96947090459162,760.5967636358056,170.06989857968526,76.05967636358056,170.06989857968526
114,23.90088407124775,1897.6010508905224,22.70583986768537,752.1284154293868,30.20279265836936,75.21284154293868,30.20279265836936
115,841.818434102686,2182.756587707243,799.7275123975517,1217.7109598402476,746.1744046213216,121.77109598402477,746.1744046213216
116,175.57307062438622,760.2322125059527,206.28971698476585,917.0492150583423,137.74164478565018,91.70492150583424,137.74164478565018
117,24.05794408433144,1691.6027708396023,22.855046880114855,560.5735019174435,30.34107374518741,56.057350191744355,30.34107374518741
118,1087.9015324070824,1922.3982071387443,1033.506455786728,1094.7818106686789,594.5863944235787,109.47818106686789,594.5863944235787
119,150.25806671124317,261.3392478701934,914.9123712922157,1089.3649452493562,169.5260251728311,108.93649452493563,169.5260251728311
120,34.79682863673125,1486.477526436602,33.056987204894654,0.0,25.52307505272231,0.0,25.52307505272231
121,868.7922048633254,41.51603535314713,825.3525946201592,1571.9261186101248,845.7613270995241,157.1926118610125,845.7613270995241
122,159.89476785635526,475.58228318814037,501.6703408955563,1699.2002466983522,165.1210806545497,169.92002466983524,165.1210806545497
123,28.990869888455023,1564.8215901091805,27.541326394032296,810.1343766391569,30.316435744192596,81.0134376639157,30.316435744192596
124,835.4440020083745,316.4651460139448,793.6718019079558,1892.7855131202523,908.334234982846,189.27855131202523,908.334234982846
125,161.60535195559459,2398.0190284558144,153.52508435781488,1269.4546653999319,167.5452719539347,126.94546653999319,167.5452719539347
126,28.34355715864954,1673.26387711211,26.92637930071706,790.9669676505264,31.160642540599234,79.09669676505264,31.160642540599234
127,867.7026273072755,2210.8845875615543,824.3174959419117,1404.7505789056265,880.7588756966728,140.47505789056265,880.7588756966728
128,162.221106486146,1908.5212971082715,154.11005116183867,860.1003635634695,157.14106954092586,86.01003635634696,157.14106954092586
129,13.93368963696256,957.660841642346,13.237005155114446,695.2692092270313,27.821916344382185,69.52692092270313,27.821916344382185
130,580.2031890806608,2118.4792658001934,551.1930296266275,1430.5642101452577,808.9969616856816,143.05642101452577,808.9969616856816
131,171.57595556225297,1517.8210590554029,162.9971577841403,1442.5638285849332,129.34849751381083,144.2563828584933,129.34849751381083
132,29.227550334744887,272.9345673137917,27.766172818007647,761.5965600263188,23.300973862063003,76.15965600263188,23.300973862063003
133,699.7824621188971,929.205529076286,664.7933390129522,1835.4148401380164,755.6162866111333,183.54148401380166,755.6162866111333
134,158.8149158008541,2420.078937375507,150.87417001081144,1166.2254865753089,163.1631385396331,116.6225486575309,163.1631385396331
135,31.769225729742097,1745.9061779206568,30.180764443254986,793.6619038455115,23.740837189883266,79.36619038455115,23.740837189883266
136,783.4903527458048,6.929883723041375,767.5667158287282,1246.3691189661256,848.6770762063619,124.63691189661256,848.6770762063619
137,145.89021793645864,175.62527648600224,730.5371463823617,1863.3074094716178,154.04976480659937,186.3307409471618,154.04976480659937
138,23.806141847898246,2342.48184489446,22.61583475550333,327.1068793916844,31.73204879552728,32.710687939168444,31.73204879552728
139,411.91634111102746,1001.2697573150627,391.3205240554761,1168.9927835400035,337.1390075492629,116.89927835400036,337.1390075492629
140,75.63891181204734,1947.4123001754826,71.85696622144496,1380.4954878867286,189.76022610440822,138.04954878867287,189.76022610440822
141,4.510237335507899,2046.6167326455861,4.284725468732503,801.2163522416944,5.390721442150134,80.12163522416944,5.390721442150134
142,214.7515046732494,1489.9633340145035,204.0139294395869,1613.2866264846004,336.20028526247984,161.32866264846007,336.20028526247984
143,55.93717271207996,369.64176472938453,53.14031407647593,1702.936884214977,28.164721450412976,170.2936884214977,28.164721450412976
144,15.290663758958384,2490.2033333630043,14.52613057101047,1353.9138238869402,16.746813649429395,135.39138238869404,16.746813649429395
145,687.8080835381681,2469.648081229672,653.4176793612596,2333.751973499743,680.0993803114494,233.37519734997431,680.0993803114494
146,151.83190597769115,375.884758049054,421.7732319910122,2002.67960480062,147.5173945655634,200.26796048006202,147.5173945655634
147,13.455655604026832,796.3614815664591,12.782872823825471,597.1199931265005,17.414521266654106,59.71199931265005,17.414521266654106
148,406.8463410281973,1716.7573402892695,386.5040239767874,1288.617317927527,347.2016786066224,128.8617317927527,347.2016786066224
149,130.20664756929494,866.2330107498594,123.6963151908302,1710.4214001179498,155.7819841688813,171.042140011795,155.7819841688813
150,18.911875572017006,180.26282760229995,17.966281793416158,1564.223388959289,23.701625985232763,156.4223388959289,23.701625985232763
151,960.6744930496826,1455.4200546046288,912.6407683971986,1893.1469415878555,508.66154282332946,189.31469415878556,508.66154282332946
152,183.92321737041317,143.92466001375308,943.4431648853381,2345.6705837849727,124.76448747449611,234.56705837849728,124.76448747449611
153,23.218601218074415,1142.8869198804246,22.057671157170716,0.0,13.459950617340565,0.0,13.459950617340565
154,708.9606057317216,357.2132154346846,673.5125754451354,1649.2027820268652,702.924554279454,164.92027820268652,702.924554279454
155,114.9810988562381,2190.265787184874,109.2320439134262,1872.1346016108455,58.3981906479781,187.21346016108456,58.3981906479781
156,6.206592025047657,1834.9479498489266,5.896262423795278,1735.466770051714,5.185136114019114,173.54667700517143,5.185136114019114
157,313.7589952904254,970.0618648012396,298.0710455259041,1872.8879200359563,514.7571731053307,187.28879200359563,514.7571731053307
158,122.63087369893759,171.54628549579996,243.0240900440948,2222.2848601293836,100.42197603636977,222.22848601293836,100.42197603636977
159,8.5315886337975,1564.0734524572517,8.105009202107624,559.8822687867746,9.723304112509494,55.988226878677466,9.723304112509494
160,564.5764762367105,27.678272044009688,536.3476524248749,1226.928150436776,507.07573668767077,122.6928150436776,507.07573668767077
161,171.9611404381739,1118.4961910755467,163.36308341626523,844.0487840318006,122.17046734015004,84.40487840318006,122.17046734015004
162,32.65058746199884,1960.7694946185532,31.018058088898897,597.7481867047715,32.844817406685046,59.774818670477146,32.844817406685046
163,426.5407657995492,922.2735401643664,405.21372750957175,1111.2333590162905,900.0751995114266,111.12333590162905,900.0751995114266
164,104.40230937849094,532.38462676486,99.18219390956642,724.7331222560133,70.17240838723231,72.47331222560133,70.17240838723231
165,6.459370641108308,53.25988956374178,52.05870645487754,627.2842067466667,11.387670110096296,62.728420674666665,11.387670110096296
166,386.6300458655574,1125.888427108385,367.2985435722795,959.741590650765,342.56712979181674,95.9741590650765,342.56712979181674
167,152.1150192128356,1563.6950925148408,144.5092682521938,767.2570910757729,128.86687768891133,76.72570910757729,128.86687768891133
168,10.640539549054571,1630.0615187768944,10.108512571601835,624.0088863884033,16.179245094402624,62.400888638840335,16.179245094402624
169,546.23836293286,2429.8061528228122,518.926444786217,973.1818873863218,660.1315831324108,97.31818873863219,660.1315831324108
170,155.06341710110684,1766.0826561051265,147.31024624605152,633.0589651493308,144.91875722765147,63.30589651493308,144.91875722765147
171,20.374098206003897,359.4227536174996,19.355393295703692,523.2272449830903,29.327589748887416,52.32272449830903,29.327589748887416
172,787.5466444546526,1560.7826355480202,748.1693122319199,1199.606468240619,748.7052463389518,119.96064682406191,748.7052463389518
173,239.81958728310954,849.5423083513157,227.82860791895405,520.879425007841,253.5547520336822,52.087942500784095,253.5547520336822
174,201.36092998072917,907.5261032290971,191.29288348169268,508.68794078316284,163.17437046940748,50.868794078316284,163.17437046940748
175,133.2829294629533,82.13322119604932,235.77844527544897,898.9102658734117,231.25237098718333,89.89102658734117,231.25237098718333
176,152.17566942340235,1183.8145083362137,144.5668859522322,872.9733700349418,212.3596310267343,87.29733700349419,212.3596310267343
177,193.72706392823227,1384.2564336654164,184.04071073182064,491.0585979240524,170.80823652190438,49.10585979240524,170.80823652190438
178,208.1799455335532,1313.3182060544455,197.77094825687556,873.7834975534533,156.35535491658345,87.37834975534534,156.35535491658345
179,203.23541520323974,2496.958604703383,193.07364444307774,1131.413284177178,161.29988524689685,113.1413284177178,161.29988524689685
180,187.6655578833585,1439.501820219504,178.28227998919056,580.8785701920888,176.86974256677814,58.08785701920888,176.86974256677814
181,189.9223309836265,2370.601493873531,180.42621443444517,894.6231427450995,174.61296946651012,89.46231427450995,174.61296946651012
